Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-99.95066	15.812583	-85.446	-121.943	1000.0	2999	1.2102112	0.5550458	2.3461196	0.1625599	-1.2106427	0.0002420474	88.17480778694153
2	-93.32733	8.344624	-81.529	-99.447	1000.0	5999	-0.12696731	0.5230709	1.014276	-1.2451429	0.12701344	8.134086e-05	528.3532497882843
3	-94.168	23.660269	-63.764	-121.47	1000.0	8999	-1.5416845	0.48067328	-0.30213135	-2.7135203	1.5412563	8.231243e-05	947.2342400550842
4	-97.48467	22.028366	-70.4	-124.357	1000.0	11999	-2.679722	0.5569952	-0.22209166	-4.0837483	2.679344	0.00012665482	2312.1226859092712
5	-134.04433	30.771492	-108.882	-177.374	1000.0	14999	-3.4206164	0.8942136	-0.19265983	-5.232852	3.4207373	0.00016084131	2509.8161249160767
6	-120.73533	61.06667	-34.747	-170.673	874.0	17999	-4.41784	1.0723866	-1.053932	-7.5093856	4.4187775	0.0005140446	3325.683145046234
7	-128.30634	9.394914	-120.586	-141.531	1000.0	20999	-5.508089	1.3493675	-1.6503371	-9.298793	5.509529	0.0011359089	3601.499740123749
8	-138.45534	35.97867	-110.201	-189.229	1000.0	23999	-6.412403	1.6387572	-2.3800747	-11.828453	6.413781	0.0009965305	3879.0558581352234
9	-117.106995	63.22094	-10.295	-173.089	796.5	26999	-7.2931323	1.9587321	-2.8176253	-13.253142	7.2943854	0.0012792783	4420.04393529892
10	-117.00167	67.84301	-21.613	-173.627	795.3333	29999	-8.177261	2.3108194	-2.7632089	-14.563443	8.178654	0.0011819042	4979.9231243133545
11	-137.379	23.201685	-105.082	-158.543	1000.0	32999	-8.783312	2.5276482	-2.7720833	-15.677851	8.784645	0.001630723	5167.829696655273
12	-135.02766	21.508993	-108.589	-161.274	1000.0	35999	-9.36583	2.677677	-2.4538407	-16.626522	9.367371	0.0019533576	5289.501442432404
13	-145.96967	17.251934	-121.6	-159.171	1000.0	38999	-9.912549	2.7988648	-2.3733747	-17.553932	9.913894	0.0013233813	5428.628805875778
14	-155.565	20.467394	-127.344	-175.248	1000.0	41999	-10.515745	2.993929	-2.176221	-18.17959	10.517276	0.0014550152	5658.36695599556
15	-167.99234	14.755276	-147.126	-178.582	1000.0	44999	-11.0813675	3.1598809	-2.0844824	-18.835295	11.082793	0.0018712821	5969.4259605407715
16	-118.06033	11.887214	-101.348	-127.992	1000.0	47999	-11.476037	3.2714927	-2.0896196	-19.398796	11.477558	0.0009562192	6225.286005973816
17	-116.10925	59.558205	-25.685	-187.093	867.75	50999	-11.747408	3.4845426	-2.0674188	-19.790216	11.748592	0.0012002221	6892.08318567276
18	-156.43666	26.51988	-118.933	-175.438	1000.0	53999	-12.041815	3.5524352	-2.0606809	-20.211912	12.042945	0.0011652246	7124.255859851837
19	-140.14766	25.01539	-117.999	-175.112	1000.0	56999	-12.408495	3.6569364	-2.1307461	-20.52465	12.409581	0.0013933459	7327.230938911438
20	-135.22433	30.01823	-101.872	-174.646	1000.0	59999	-12.636352	3.7074397	-1.9403406	-20.80417	12.637545	0.0012082661	7874.023503065109
21	-134.04633	17.039005	-110.438	-150.031	1000.0	62999	-12.778176	3.6985352	-2.0447896	-21.046486	12.779187	0.0012016373	8170.302467346191
22	-152.39099	19.988972	-124.125	-166.861	1000.0	65999	-12.98653	3.7253506	-1.920562	-21.30257	12.98774	0.0013581981	8592.822108983994
23	-130.933	13.669001	-114.837	-148.252	1000.0	68999	-13.139607	3.7152247	-1.8066669	-21.556305	13.140564	0.001461482	9071.463285684586
24	-104.762	26.529016	-70.069	-134.477	1000.0	71999	-13.160889	3.7699513	-1.7714299	-21.735998	13.16182	0.0010097509	10919.63084435463
25	-94.162506	60.40879	-11.824	-176.514	796.75	74999	-13.080172	3.8926494	-1.967951	-21.840084	13.081055	0.0011138549	12489.927136421204
26	-122.076	17.091272	-105.207	-145.502	1000.0	77999	-13.192727	3.9053302	-1.9564611	-21.98797	13.19349	0.0023602515	12914.437946557999
27	-66.163	64.67433	-10.758	-149.056	532.0	80999	-13.1774645	3.9592085	-2.0170753	-22.08858	13.178351	0.0022244877	13568.405727863312
28	-118.82833	34.662663	-71.094	-152.356	1000.0	83999	-13.234595	3.990617	-1.9442946	-22.256828	13.235437	0.0021511465	15399.090840101242
29	-76.87	51.39975	-15.701	-128.052	753.25	86999	-13.136453	4.113461	-1.9764621	-22.400255	13.13737	0.0031859677	16286.765709161758
30	-82.958	32.391167	-37.151	-106.127	890.3333	89999	-13.110779	4.0984864	-1.9477127	-22.379164	13.111695	0.0029207536	17266.32194709778
31	-119.79867	38.45639	-68.916	-161.87	1000.0	92999	-13.068451	4.1747527	-1.9832699	-22.477169	13.069247	0.0024635175	18627.17203426361
32	-118.682655	35.10596	-74.909	-160.856	1000.0	95999	-13.034994	4.1899686	-1.7450968	-22.658968	13.035606	0.002582779	20204.600526571274
33	-158.791	18.69867	-137.879	-183.264	1000.0	98999	-13.141176	4.2068233	-1.7921128	-22.653965	13.1419115	0.0024489749	20440.688498020172
34	-139.40999	20.405615	-114.144	-164.118	1000.0	101999	-13.221408	4.2122087	-1.5506234	-22.688938	13.221832	0.002493829	20866.909113883972
35	-94.461	60.313084	-21.204	-160.599	757.2	104999	-13.25509	4.207442	-1.6074507	-22.819542	13.255567	0.0024162568	21653.83262205124
36	-156.284	28.256212	-124.722	-193.29	1000.0	107999	-13.303665	4.2628293	-1.3809146	-22.806938	13.304024	0.0024404533	21903.772720336914
37	-90.320335	56.221107	-11.132	-136.089	741.3333	110999	-13.344224	4.25975	-0.72679436	-22.83567	13.344617	0.002556853	22448.19993209839
38	-132.82701	10.042113	-120.295	-144.879	1000.0	113999	-13.374139	4.2447724	-0.93812823	-22.886799	13.374675	0.0024654015	22675.90658402443
39	-111.9325	53.683372	-28.083	-170.157	854.75	116999	-13.38453	4.2303753	-0.88595784	-22.92297	13.384902	0.002309845	23122.608231306076
40	-151.54066	30.120283	-117.401	-190.672	1000.0	119999	-13.417425	4.2457066	-1.0002538	-22.921926	13.417809	0.0025276248	23310.40655565262
41	-163.55367	15.204422	-144.91	-182.153	1000.0	122999	-13.502393	4.2626796	-0.6934073	-23.004658	13.502862	0.0021589876	23496.296909332275
42	-142.15967	22.264206	-116.403	-170.722	1000.0	125999	-13.556474	4.2500157	-0.74296725	-22.98471	13.556772	0.001590656	23682.617862939835
43	-144.872	24.700815	-119.141	-178.198	1000.0	128999	-13.586379	4.235494	-0.83381796	-23.06837	13.586732	0.0019247615	23868.37628865242
44	-153.67766	10.299294	-145.025	-168.151	1000.0	131999	-13.65715	4.221669	-0.93426025	-23.047785	13.657868	0.0023154072	24060.51617360115
45	-128.17633	14.731609	-116.239	-148.932	1000.0	134999	-13.673314	4.191763	-0.91390765	-23.134884	13.673714	0.0020838585	24245.178080797195
46	-116.56301	63.96571	-26.416	-168.16	807.0	137999	-13.685261	4.196835	-0.9468231	-23.054136	13.685523	0.0019642448	24627.65234065056
