Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-103.15301	9.844167	-92.736	-116.36	1000.0	2999	-0.87487376	0.34663308	1.6093174	-2.8417823	0.87369794	0.008252001	207.47987604141235
2	-102.71167	5.2831883	-95.34	-107.452	1000.0	5999	-1.9838573	0.4882572	-0.5266716	-3.1024156	1.984264	0.0003885042	691.3304586410522
3	-93.27167	7.612632	-82.965	-101.119	1000.0	8999	-3.1441846	0.44430497	-2.1910946	-4.5166435	3.1451468	0.00030871714	1185.2376897335052
4	-55.382404	54.47767	-7.629	-138.126	519.8	11999	-4.182923	0.45594707	-2.9963381	-5.7132163	4.1835475	0.0016096343	1743.9732747077942
5	-126.82867	28.936298	-92.277	-163.094	1000.0	14999	-5.078652	0.53661364	-3.6831353	-7.71553	5.077664	0.0065045357	3114.2403757572174
6	-189.53133	13.601845	-170.326	-200.073	1000.0	17999	-6.096396	1.0836743	-3.1868205	-10.238077	6.098161	0.0042741597	3319.452921628952
7	-87.863495	75.012245	-9.503	-190.918	623.0	20999	-7.1525083	1.6493456	-2.3624425	-11.9412365	7.155764	0.003555501	4922.404212713242
8	-84.5875	81.20536	-8.34	-194.367	574.8333	23999	-8.02257	2.114445	-1.8049386	-13.721889	8.025867	0.0054923124	5986.5393352508545
9	-102.4505	47.411827	-21.802	-139.389	823.5	26999	-8.693596	2.5120432	-1.5371023	-15.082072	8.696445	0.0049281553	7174.884781837463
10	-147.19974	80.260376	-8.584	-201.712	790.75	29999	-9.501844	2.9246693	-1.2023057	-16.086273	9.503978	0.0047496012	7564.114050388336
11	-178.672	25.426537	-146.492	-208.658	1000.0	32999	-10.270905	3.3215358	-1.0803856	-17.565691	10.273683	0.0049322336	7784.248160123825
12	-156.149	25.29974	-127.442	-188.997	1000.0	35999	-11.108009	3.727154	-0.7430818	-20.482515	11.110499	0.0032221593	8159.301027059555
13	-124.296326	79.843765	-13.752	-199.506	726.0	38999	-11.6156435	3.8968763	-0.58761257	-20.960331	11.61781	0.004880908	8543.291514396667
14	-131.252	67.88907	-19.29	-201.076	817.5	41999	-12.179824	4.0939593	-0.6270361	-21.308397	12.1818	0.004534449	8882.529168367386
15	-169.26701	35.55395	-129.414	-215.744	1000.0	44999	-12.722471	4.302507	-0.46168384	-21.555277	12.724546	0.0037220258	9143.055874586105
16	-193.63033	9.570778	-183.919	-206.651	1000.0	47999	-13.175781	4.4282784	-0.45122606	-21.876198	13.178129	0.005658625	9413.51547574997
17	-135.22751	74.4047	-12.807	-212.147	794.5	50999	-13.572531	4.5241666	-0.37172702	-22.244362	13.574468	0.002470249	9725.61148238182
18	-187.45766	19.696024	-161.088	-208.413	1000.0	53999	-14.046999	4.652984	-0.3187898	-22.723408	14.049269	0.004603959	10115.559174537659
19	-149.18666	27.654457	-121.102	-186.8	1000.0	56999	-14.33989	4.6996555	-0.32771683	-23.031536	14.342005	0.0033553254	10490.908839702606
20	-101.55581	74.747	-10.303	-187.639	673.8	59999	-14.545936	4.7648163	-0.3335993	-23.350418	14.547904	0.0031616343	10846.27847790718
21	-84.698	73.182335	-7.428	-166.59	604.25	62999	-14.665828	4.842918	-0.12191987	-23.647026	14.6676445	0.0032790673	11396.843210935593
22	-166.852	16.930927	-145.001	-186.256	1000.0	65999	-14.803907	4.909416	-0.17994899	-23.892534	14.805431	0.0032601375	11661.337075948715
23	-124.545006	48.315807	-58.239	-171.99	1000.0	68999	-14.862064	5.0534635	-0.21495931	-23.939196	14.86375	0.0035383748	13311.244282960892
24	-84.6854	62.344917	-11.209	-166.935	671.6	71999	-14.864857	5.1229873	-0.31390333	-24.239685	14.866238	0.0021553014	13809.592640638351
25	-80.15199	86.07007	-7.057	-201.935	507.6	74999	-14.899665	5.1971245	-0.37910047	-24.313341	14.901268	0.0035858487	14305.576201677322
26	-162.10634	13.360628	-149.392	-180.568	1000.0	77999	-15.025613	5.236132	-0.4436685	-24.39656	15.027059	0.0036424154	14515.5848300457
27	-206.12267	1.8659793	-203.521	-207.806	1000.0	80999	-15.26874	5.2635207	-0.49324983	-24.512253	15.270331	0.0033216511	14726.270997047424
28	-127.254005	19.784788	-100.943	-148.653	1000.0	83999	-15.32799	5.2722783	-0.43431273	-24.633457	15.329479	0.0027211928	16230.452262163162
29	-153.947	21.476824	-129.349	-181.676	1000.0	86999	-15.388711	5.2281013	-0.50866073	-24.686956	15.390183	0.002623814	16449.231902837753
30	-144.015	36.058384	-98.508	-186.697	1000.0	89999	-15.406282	5.2100515	-0.47102618	-24.718966	15.407722	0.003620755	17927.590831279755
