Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-127.47626	15.421084	-102.608	-142.432	1000.0	0.38197938	0.010264536	0.3897279	0.3614021	4000	1.1920929e-07	153.0076	-0.0052939095	-104.63937	0.918938	0.0030488018	0.052	39.0	867.6278820037842
1	-106.97375	9.739725	-97.114	-122.915	1000.0	-5.4516234	0.019927047	-5.4217987	-5.4790874	8000	4.4703484e-08	26.88292	-0.004895189	-17.34477	0.9182338	0.00870971	0.06525	39.0	890.3957965373993
2	-131.50525	25.425293	-91.592	-160.226	1000.0	-7.6450796	0.18180607	-7.3408875	-7.792741	12000	-5.9604645e-08	36.627327	-0.0041736457	-19.86317	0.915642	0.0054231635	0.03975	39.0	1271.3229320049286
3	-128.0055	21.1831	-91.61	-143.956	1000.0	-10.049326	0.0056303507	-10.041114	-10.054625	16000	1.4901161e-08	13.745605	-0.0044129267	-5.9031825	0.90794957	0.004232455	0.032750003	39.0	1623.2626616954803
4	-97.847496	45.575848	-33.123993	-150.997	843.5	-11.514604	0.006537845	-11.504767	-11.524481	20000	0.0	11.34795	-0.005249463	-0.0688175	0.9015804	0.0042595165	0.051749997	39.0	1783.863656282425
5	-107.516174	65.37844	-24.485716	-174.1	819.0	-11.445524	0.027669875	-11.345643	-11.460354	24000	-1.4901161e-08	27.45774	-0.0056215525	-1.0506518	0.88810736	0.006535126	0.077750005	39.0	1834.1684811115265
6	-109.847496	26.833908	-91.198	-156.055	1000.0	-11.948518	0.013729124	-11.927074	-11.9637985	28000	-7.4505806e-08	9.123055	-0.0048879907	-0.38386053	0.8773392	0.007483372	0.04625	39.0	2299.76118350029
7	-102.89078	55.53509	-15.021087	-166.353	809.25	-11.587964	0.15774943	-11.348167	-11.696379	32000	2.9802322e-08	11.554834	-0.0076786634	-3.2822824	0.88415486	0.008362412	0.0755	39.0	3116.7900586128235
8	-114.42675	23.99798	-87.657	-152.307	1000.0	-10.560973	0.77839947	-9.505192	-11.60656	36000	0.0	5.362036	-0.0073726997	-2.0841188	0.8863557	0.006572914	0.098	39.0	3143.4990894794464
9	-90.37904	45.81064	-15.883164	-138.592	819.25	-11.310243	1.3818073	-9.821911	-12.906376	40000	2.9802322e-08	8.791948	-0.003950559	-3.2759604	0.8839384	0.010927776	0.09225	39.0	3294.5870323181152
10	-72.08739	56.397213	-14.977807	-135.144	635.75	-11.260672	1.1699984	-8.39909	-12.310457	44000	1.4901161e-08	6.7439814	-0.0060687717	-4.31868	0.8818148	0.0023485955	0.04	39.0	3494.054944038391
11	-86.88969	52.017624	-21.395954	-133.988	730.6	-11.456215	2.6599157	-3.5619278	-12.914318	48000	-1.4901161e-08	3.350336	-0.0059194155	-0.8386254	0.88412815	0.008338606	0.07924999	39.0	3796.7632184028625
12	-85.03327	58.333652	-12.854962	-164.902	711.4	-11.11565	2.8382113	-4.4299893	-13.1999855	52000	0.0	6.3591385	-0.0047464035	-2.0993395	0.8816462	0.007958512	0.0435	39.0	4127.360590219498
13	-92.648834	42.18452	-26.855345	-144.008	858.25	-11.250962	2.6795387	-5.3494678	-13.744917	56000	1.4901161e-08	9.661634	-0.0039614197	-6.961581	0.86937535	0.0070751603	0.04325	39.0	4600.417151689529
14	-97.24675	14.528025	-78.352	-116.354	1000.0	-9.5387945	2.1384585	-5.991005	-11.769666	60000	-5.9604645e-08	9.064564	-0.0021713898	-7.797548	0.8701869	0.0029071765	0.027	39.0	4968.753022909164
15	-127.323	27.401693	-97.221	-171.894	1000.0	-10.843854	1.6852906	-8.372516	-12.88843	64000	5.9604645e-08	8.737592	-0.005015008	-3.9549987	0.8772026	0.0026581592	0.0625	39.0	4999.13548874855
16	-47.126842	26.659641	-12.547426	-85.788	626.8333	-11.548489	0.50417197	-9.491679	-11.877524	68000	8.195639e-08	24.989708	-0.006593596	-20.482437	0.88011587	0.0028908667	0.04175	39.0	5836.837885379791
