Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-115.904	28.117357	-87.779	-148.86	1000.0	-0.5251509	0.08161011	-0.38697162	-0.5915686	4000	-5.9604645e-08	113.41742	0.010668471	-99.34271	0.918938	0.021830123	0.3345	1.0	26.88051700592041
1	-98.4525	14.243787	-80.316	-114.245	1000.0	-9.247744	0.029601526	-9.196247	-9.267046	8000	-4.4703484e-08	3.022865	0.010680735	-0.48894858	0.91863996	0.022212513	0.35175002	1.0	46.92742443084717
2	-94.228	27.045336	-52.212	-119.165	1000.0	-9.991434	0.1401196	-9.765372	-10.149245	12000	-1.4901161e-07	7.8801465	0.0069374554	-1.7860054	0.918573	0.015334382	0.23	1.0	1050.2235527038574
3	-85.0855	10.592527	-75.766	-103.091	1000.0	-9.197864	0.33098847	-8.824857	-9.554904	16000	0.0	1.9820366	-0.0058622696	-0.82424116	0.9185769	0.0040655406	0.06075	39.0	1087.7592630386353
4	-88.19725	13.652941	-74.763	-110.498	1000.0	-8.68157	0.15138897	-8.45551	-8.824403	20000	0.0	1.692848	-0.0026322026	-0.54852486	0.9149606	0.0044921655	0.036	39.0	1713.4646818637848
5	-91.05825	18.715605	-72.202	-121.542	1000.0	-8.508862	0.5870504	-7.913942	-9.228965	24000	-3.7252903e-09	3.640997	-0.0028212443	-1.4914931	0.91482836	0.00355728	0.0335	39.0	1750.7473695278168
6	-89.75325	26.756495	-49.956	-123.731	1000.0	-8.977964	0.6842551	-8.536987	-10.162045	28000	-8.940697e-08	4.650057	-0.004520798	-2.9766831	0.90964055	0.007697237	0.07625	39.0	1787.1310436725616
7	-87.746	29.652357	-44.561	-128.006	1000.0	-8.9985895	1.2113612	-7.9695797	-11.06639	32000	-5.9604645e-08	5.400606	-0.0032508	-3.2756977	0.90991765	0.00957703	0.0675	39.0	2588.04229927063
8	-71.72875	20.17695	-43.196	-96.391	1000.0	-9.253893	2.0052977	-6.6896057	-12.021987	36000	-1.4901161e-07	5.9106174	-0.0039006658	-5.152629	0.9043946	0.0035200857	0.036	39.0	3990.6745233535767
9	-96.337494	4.9746037	-88.867	-102.777	1000.0	-8.629937	2.3312507	-5.974845	-10.998079	40000	-8.940697e-08	4.7925587	-0.004311219	-3.8284998	0.90479624	0.006127719	0.06275	39.0	4025.2782323360443
10	-63.52775	25.10618	-31.312	-96.824	922.0	-8.545304	0.6122374	-8.084656	-9.584502	44000	-4.4703484e-08	6.7195787	-0.0047362596	-5.5753326	0.8989701	0.0059968717	0.04675	39.0	4862.9223465919495
