Wall time,Step,Value
1639964699.1980684,71,-31.63656997680664
1639965655.626779,72,-46.619998931884766
1639966447.553808,73,-44.93439865112305
1639967481.0712879,74,-17.803125381469727
1639968867.4473827,75,-26.670001983642578
1639969603.0517738,76,-21.616300582885742
1639970809.371547,77,-22.12285804748535
1639971359.2431166,78,-20.388999938964844
1639972179.3554327,79,-19.69155502319336
1639973868.441113,80,-44.38939666748047
1639974784.9059045,81,-29.20920181274414
1639975451.5648494,82,-16.780447006225586
1639976418.4555387,83,-22.186250686645508
1639977279.7942247,84,-14.0128173828125
1639978392.4030468,85,-36.53916549682617
1639979200.7269952,86,-20.16936492919922
1639980003.1904778,87,-18.012691497802734
1639981177.3482988,88,-29.450374603271484
1639982157.8139882,89,-26.5783748626709
1639982685.6973207,90,-19.652334213256836
1639983571.0895846,91,-27.117666244506836
1639984212.165451,92,-17.79892349243164
1639984830.1214154,93,-15.923614501953125
1639985525.2650955,94,-19.295499801635742
1639986368.4360008,95,-17.26650047302246
1639987142.5633745,96,-18.10409927368164
1639987774.2284665,97,-17.73400115966797
1639988603.453442,98,-18.123769760131836
1639989634.6996105,99,-19.62540054321289
1639990240.9891486,100,-16.21630859375
1639990803.384684,101,-15.703070640563965
1639991369.4351068,102,-14.559624671936035
1639991990.7049465,103,-15.789856910705566
1639992541.5427308,104,-13.241125106811523
1639993157.321473,105,-18.891462326049805
1639993826.7752306,106,-15.013999938964844
1639994586.5832944,107,-18.107168197631836
1639995369.2568438,108,-17.48642921447754
1639995858.3939788,109,-15.019213676452637
1639996422.690331,110,-14.109601020812988
1639996983.1066678,111,-12.97211742401123
1639997494.8702266,112,-13.522706031799316
1639998018.243486,113,-17.369693756103516
1639998628.5176885,114,-16.97785758972168
1639999197.8997073,115,-15.216570854187012
1639999757.3965251,116,-30.236499786376953
1640000364.5844054,117,-42.14137268066406
1640001183.6480882,118,-14.504090309143066
1640001772.081884,119,-14.354999542236328
1640002692.3516805,120,-16.591768264770508
1640003546.0888562,121,-16.15828514099121
1640004090.4341326,122,-15.161213874816895
1640004947.8597703,123,-16.470308303833008
1640005951.774351,124,-16.43083381652832
1640006725.7488928,125,-14.435614585876465
1640007316.809637,126,-15.90192985534668
1640007947.8204317,127,-14.73812484741211
1640008679.1648014,128,-13.798933982849121
1640009254.980086,129,-14.944356918334961
1640009911.7698696,130,-14.146186828613281
1640010918.695144,131,-18.574501037597656
1640011395.9291878,132,-14.24262523651123
1640012152.8129346,133,-16.28059959411621
1640012628.7460601,134,-13.975411415100098
1640013402.4582176,135,-13.989666938781738
1640014324.4578755,136,-15.99378490447998
1640014991.1837156,137,-10.863333702087402
1640015725.6164975,138,-14.443937301635742
1640016399.1512737,139,-13.811932563781738
1640017393.4594367,140,-17.028642654418945
1640018053.8778503,141,-14.676875114440918
1640019071.3195205,142,-17.131153106689453
1640019721.018074,143,-12.806647300720215
1640020413.0944428,144,-14.599332809448242
1640021056.0154755,145,-14.81237506866455
1640021626.8744156,146,-14.124059677124023
1640022234.3385634,147,-14.492067337036133
1640022985.0541184,148,-16.35033416748047
1640023494.3079584,149,-14.87600040435791
1640024255.4684272,150,-14.013312339782715
1640026034.0966632,151,-18.600799560546875
1640026625.7431357,152,-11.845166206359863
1640027278.327945,153,-14.498600006103516
1640028182.4051726,154,-13.676589012145996
1640028864.7236173,155,-13.93220043182373
1640029558.0658896,156,-13.101277351379395
1640030123.6694715,157,-14.359188079833984
1640030813.3021314,158,-15.795268058776855
1640031646.8217978,159,-14.029532432556152
1640032295.8818667,160,-16.493572235107422
1640032912.1366973,161,-14.99072265625
1640033721.7962515,162,-13.004277229309082
1640034483.5838735,163,-15.066533088684082
1640035191.5531046,164,-12.83072280883789
1640035941.3970678,165,-12.932823181152344
1640036502.1464105,166,-12.873444557189941
1640037507.7408915,167,-13.167062759399414
1640038071.3478143,168,-11.013500213623047
1640038719.7797291,169,-13.062941551208496
1640039369.0273805,170,-17.299076080322266
1640040035.2080352,171,-14.568599700927734
1640040617.2524407,172,-14.11111831665039
1640041330.5337505,173,-15.494067192077637
1640042339.027942,174,-15.019500732421875
1640043388.4110024,175,-13.008429527282715
1640044015.7550862,176,-13.953412055969238
1640044534.2802463,177,-11.749473571777344
1640045115.971911,178,-11.729368209838867
1640045746.2723043,179,-12.749750137329102
1640046319.3412933,180,-12.854530334472656
1640047069.4887547,181,-12.93933391571045
1640047534.3003035,182,-14.958562850952148
1640048325.1793342,183,-12.366722106933594
1640049188.5789354,184,-14.623933792114258
1640050107.1203415,185,-14.71560001373291
1640050704.0014021,186,-13.995124816894531
1640051364.6613111,187,-13.693824768066406
1640052052.5104961,188,-12.797882080078125
1640052850.3669834,189,-13.97543716430664
1640053773.2912714,190,-15.583733558654785
1640054750.9795027,191,-12.67373275756836
1640055198.3363893,192,-14.63949966430664
1640055858.5068986,193,-11.74466609954834
1640056712.1839042,194,-17.016923904418945
1640057304.0815394,195,-13.665437698364258
1640057889.9514115,196,-10.891500473022461
1640058876.269475,197,-13.370444297790527
1640059971.0527933,198,-17.181249618530273
1640060719.7525125,199,-12.711295127868652
1640061255.7921271,200,-13.350833892822266
1640061972.7324638,201,-13.660235404968262
1640062933.3709826,202,-13.728933334350586
1640063894.4559805,203,-14.912999153137207
1640064500.198681,204,-11.575632095336914
1640065563.1939719,205,-14.093358039855957
1640066159.2745507,206,-12.792647361755371
1640067165.1894374,207,-17.38261604309082
1640067713.5286574,208,-13.374332427978516
1640068301.9617686,209,-13.64477825164795
1640069757.1947637,210,-14.11500072479248
1640070772.1739058,211,-15.976356506347656
1640071536.412903,212,-12.48586654663086
1640072566.5238748,213,-15.952866554260254
1640073164.5167544,214,-12.537057876586914
1640073688.2474198,215,-19.496389389038086
1640074719.9750912,216,-12.265999794006348
1640075274.655385,217,-16.025400161743164
1640076009.3026989,218,-12.72263240814209
1640076925.0859282,219,-15.18507194519043
1640077520.5734808,220,-12.153833389282227
1640078222.324172,221,-12.772722244262695
1640079432.194214,222,-13.945401191711426
1640080004.255274,223,-12.277647018432617
1640081844.5761747,224,-22.662635803222656
1640082659.1012936,225,-17.458152770996094
1640083394.6221254,226,-14.810062408447266
1640085155.3064415,227,-18.002845764160156
1640085841.8276126,228,-13.057059288024902
1640086475.7602649,229,-14.239124298095703
1640087427.2509701,230,-13.193721771240234
1640088396.3718562,231,-13.389666557312012
1640088930.6061544,232,-13.383610725402832
1640089835.5803363,233,-13.346943855285645
1640090604.1632755,234,-11.681666374206543
1640091503.7592854,235,-14.165312767028809
1640092276.757838,236,-13.429353713989258
1640093330.5916069,237,-14.912333488464355
1640094149.2631545,238,-11.781411170959473
1640094746.4359398,239,-12.979841232299805
1640095504.814019,240,-12.427722930908203
1640096671.6663113,241,-13.73393726348877
1640097178.0080917,242,-13.480945587158203
1640098035.2364154,243,-14.513500213623047
1640098714.1767488,244,-11.76941204071045
1640099576.9847183,245,-13.376733779907227
1640100524.0729272,246,-16.793182373046875
1640101101.3412862,247,-11.786100387573242
1640102127.283395,248,-15.060614585876465
1640104024.5539463,249,-16.086748123168945
1640105507.7548804,250,-12.391999244689941
1640106174.2364612,251,-14.97599983215332
1640108127.62336,252,-121.24813079833984
1640108886.9237757,253,-13.110750198364258
1640109522.9494596,254,-12.287473678588867
1640111160.8881233,255,-13.667284965515137
1640111859.267971,256,-16.00776481628418
1640112777.9000158,257,-13.721571922302246
1640114635.5457716,258,-18.609180450439453
1640115500.6902802,259,-13.849124908447266
1640116754.0469248,260,-16.063800811767578
1640118354.9578102,261,-12.977132797241211
1640118915.1372457,262,-13.557353019714355
1640120263.9742868,263,-12.017875671386719
1640121609.0667167,264,-16.250547409057617
1640122699.8921645,265,-14.104933738708496
1640123763.1118495,266,-12.024799346923828
1640124880.9729536,267,-15.683384895324707
1640126124.7856593,268,-16.012500762939453
1640127123.2913413,269,-14.10580062866211
1640128220.219562,270,-15.08942985534668
1640129247.3497317,271,-14.6887845993042
1640129926.649013,272,-11.95984172821045
1640130405.915989,273,-10.800095558166504
1640132090.0209553,274,-15.035199165344238
1640132764.4145815,275,-11.666470527648926
1640134001.4534,276,-14.9176664352417
1640134639.4365928,277,-12.600400924682617
1640135207.8139303,278,-13.132763862609863
1640135785.8533506,279,-13.611562728881836
1640136478.536407,280,-12.250444412231445
1640137597.2991698,281,-17.053857803344727
1640138262.9064286,282,-12.24799919128418
1640139575.5839477,283,-14.549600601196289
1640140422.7260802,284,-11.338549613952637
1640140964.4713016,285,-11.655263900756836
1640141639.2512867,286,-11.538737297058105
1640143575.821139,287,-20.5655460357666
1640144394.6794286,288,-14.12247085571289
1640145045.2030897,289,-12.008054733276367
1640146001.645796,290,-14.567000389099121
1640147079.402026,291,-15.336071968078613
1640147845.2491066,292,-13.9357328414917
1640148670.3624701,293,-12.93535327911377
1640149211.9666865,294,-12.240474700927734
1640149858.1779141,295,-10.7775239944458
1640150487.268063,296,-12.869221687316895
1640151602.25161,297,-13.326942443847656
1640152274.6537294,298,-10.905850410461426
1640153014.8357909,299,-12.781777381896973
1640153722.2772198,300,-13.700688362121582
1640154245.5964959,301,-11.191149711608887
1640154724.4248195,302,-15.208436965942383
1640156681.232564,303,-18.761384963989258
1640157577.2978585,304,-16.392072677612305
1640158256.248816,305,-12.232166290283203
1640159901.2422266,306,-16.111909866333008
1640160723.4926453,307,-15.263266563415527
1640161923.6163824,308,-10.17912483215332
1640163125.8498225,309,-12.770769119262695
1640163964.3860054,310,-12.77622127532959
1640164903.4247677,311,-13.06594467163086
1640165730.666986,312,-14.287500381469727
1640167668.0114915,313,-17.624570846557617
1640168336.1391153,314,-12.994789123535156
1640169203.856315,315,-14.611214637756348
1640169891.9505384,316,-12.8125
1640171322.2252624,317,-12.685999870300293
1640172921.098996,318,-12.672399520874023
1640174136.4825287,319,-36.10225296020508
1640175340.1555076,320,-13.79466724395752
1640176438.9924133,321,-12.741714477539062
1640177318.167974,322,-11.691332817077637
1640178626.297298,323,-12.893799781799316
1640179402.6822977,324,-14.017436981201172
1640180246.5065389,325,-13.648293495178223
1640181216.0554798,326,-14.110058784484863
1640182901.9678493,327,-12.258562088012695
1640184775.4875536,328,-15.8841552734375
1640186097.4701674,329,-15.918462753295898
1640187616.469895,330,-13.087538719177246
1640188480.59263,331,-13.826200485229492
1640190240.4314246,332,-14.736132621765137
1640191190.5997858,333,-11.31450080871582
1640191744.4824314,334,-13.176294326782227
1640192553.6519694,335,-12.511375427246094
1640193195.4780397,336,-11.458428382873535
1640194471.711433,337,-14.532928466796875
1640196353.8355398,338,-15.339062690734863
1640197896.8007324,339,-17.342199325561523
1640198856.294421,340,-15.023124694824219
1640199777.8687816,341,-11.368132591247559
1640200458.8539903,342,-12.26200008392334
1640202202.9826908,343,-13.748748779296875
1640202958.0325358,344,-11.563632011413574
1640203827.9967475,345,-12.65988826751709
1640204719.7316628,346,-13.64381217956543
1640205648.65897,347,-12.800529479980469
1640207161.0317888,348,-12.150214195251465
1640208650.6563537,349,-15.228693008422852
1640209713.2759821,350,-13.279333114624023
1640210457.9875412,351,-13.126823425292969
1640211957.1097262,352,-16.33823013305664
1640212523.828678,353,-11.674555778503418
1640213305.554529,354,-10.846111297607422
1640213839.6203825,355,-11.819314956665039
1640215089.3759606,356,-11.148000717163086
1640215808.7228842,357,-14.558937072753906
1640216401.1705456,358,-13.038610458374023
1640216977.1955307,359,-11.973222732543945
1640218488.114842,360,-14.196544647216797
1640219223.376324,361,-13.447333335876465
1640220025.4874327,362,-13.085000038146973
1640220706.8280218,363,-11.53416633605957
1640221471.136032,364,-12.897334098815918
1640222026.2645297,365,-12.9921875
1640223153.5764377,366,-13.189888954162598
1640224340.478867,367,-15.464213371276855
1640226301.892849,368,-17.57978630065918
1640227161.555251,369,-11.976706504821777
