Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-103.87034	11.354456	-95.69	-119.927	1000.0	2999	1.1536872	0.57287174	2.3493042	0.22149572	-1.154156	0.00025161912	129.3119456768036
2	-102.723335	4.2005067	-97.384	-107.648	1000.0	5999	-0.34406236	0.4625626	0.8312478	-1.2251031	0.34352088	8.268404e-05	283.25656366348267
3	-90.86767	6.205031	-82.331	-96.896	1000.0	8999	-1.7415894	0.3700533	-0.92106485	-2.6481855	1.741193	8.036549e-05	457.3133964538574
4	-117.37333	33.226448	-85.649	-163.255	1000.0	11999	-2.8365655	0.44751024	-1.2183737	-3.908776	2.8363073	8.2392726e-05	1385.9605276584625
5	-85.637665	44.28861	-23.317	-122.213	795.3333	14999	-3.736995	0.70679516	-1.7315494	-6.3068013	3.7365518	0.00046938148	1853.6316437721252
6	-197.99898	4.493064	-191.847	-202.452	1000.0	17999	-4.873468	1.0499753	-2.3025165	-8.360509	4.873805	0.00068057963	1969.8186128139496
7	-76.797195	53.426735	-8.269	-127.361	681.6	20999	-5.85341	1.3731254	-2.7072241	-10.074901	5.8521585	0.0013587727	2218.6955502033234
8	-124.49767	37.277397	-76.902	-167.927	1000.0	23999	-6.680807	1.6620665	-3.2272375	-11.670567	6.678831	0.003545399	3244.417884349823
9	-121.407	74.12358	-6.763	-212.028	780.0	26999	-7.4808307	2.022716	-3.500225	-13.286131	7.4808903	0.003317673	3394.5264518260956
10	-140.79666	90.5849	-12.713	-206.928	719.0	29999	-8.368452	2.4364436	-3.854132	-14.705052	8.369959	0.0052839145	3539.831180334091
11	-124.85375	68.28596	-18.813	-207.044	826.75	32999	-9.165072	2.7645748	-3.5827281	-16.128914	9.169291	0.0069030086	3760.7818953990936
12	-157.57666	61.403633	-71.802	-212.196	1000.0	35999	-10.097718	3.2315257	-3.3368514	-17.351189	10.102243	0.0067145545	4745.770144701004
13	-166.30232	17.597296	-153.402	-191.183	1000.0	38999	-10.731625	3.5100055	-3.0807927	-18.408968	10.734546	0.00512298	5380.205169200897
14	-128.81532	41.3286	-88.106	-185.49	1000.0	41999	-11.127452	3.731621	-2.72111	-19.299292	11.129248	0.0051742736	5948.814190387726
15	-147.22333	53.099743	-79.874	-209.663	1000.0	44999	-11.629896	4.012569	-2.5958347	-19.902441	11.631404	0.004460473	7542.5914895534515
16	-123.8145	70.086876	-17.856	-202.733	798.75	47999	-11.944009	4.1520243	-2.3493268	-20.575735	11.945001	0.0061800852	8151.956378698349
17	-143.12125	79.829414	-12.431	-211.066	797.25	50999	-12.504715	4.4116898	-2.127374	-21.094429	12.506306	0.005566377	8317.363583803177
18	-166.11133	31.159811	-122.249	-191.713	1000.0	53999	-12.936395	4.5601625	-1.8927802	-21.601301	12.938267	0.0055395747	8432.878156423569
19	-119.123665	73.746895	-18.252	-192.507	755.0	56999	-13.261108	4.627521	-1.6555461	-22.013214	13.262943	0.0047931476	8627.832535743713
20	-134.40134	12.763137	-116.664	-146.166	1000.0	59999	-13.478231	4.6692395	-1.6133432	-22.486986	13.479426	0.0056918664	8754.122527599335
21	-103.50201	87.502045	-12.565	-199.496	619.1667	62999	-13.721249	4.7866077	-1.4739615	-22.72595	13.722807	0.004280561	9031.988439798355
22	-71.33967	85.824394	-6.88	-206.264	449.5	65999	-13.94366	4.9474335	-1.1801172	-22.934128	13.94493	0.005758811	9334.012711048126
23	-91.6915	45.811306	-13.533	-130.593	802.5	68999	-14.00473	5.0124345	-0.99531746	-23.16853	14.005941	0.0049199066	11437.170895338058
24	-144.49232	55.67187	-67.308	-196.537	1000.0	71999	-14.07426	5.1240325	-0.85916394	-23.328634	14.07589	0.0057430062	12381.904665708542
25	-64.14367	72.66245	-8.948	-185.296	471.5	74999	-14.137384	5.1883764	-0.7362827	-23.620424	14.13896	0.0061563286	12673.701027393341
26	-176.67134	18.404799	-159.458	-202.186	1000.0	77999	-14.285505	5.2444744	-0.5482161	-23.712439	14.286989	0.0047477884	12794.422441959381
27	-184.20166	18.621805	-166.932	-210.055	1000.0	80999	-14.531643	5.2906413	-0.49208146	-23.889347	14.533324	0.0048483647	12917.892217874527
28	-110.751	86.35898	-7.366	-221.545	658.4	83999	-14.733554	5.321101	-0.24006262	-24.352566	14.734929	0.0033726408	13132.911561727524
29	-174.33032	34.507793	-147.177	-223.024	1000.0	86999	-14.847021	5.3573804	-0.3673964	-24.62584	14.848537	0.0032516485	13255.749687671661
30	-153.23267	32.004833	-108.49	-181.523	1000.0	89999	-14.993681	5.332549	-0.08161066	-24.706099	14.9948	0.004704317	14354.32832956314
31	-191.59868	31.6042	-146.966	-215.96	1000.0	92999	-15.089204	5.360378	-0.1957379	-24.84487	15.090547	0.0046541337	14475.923098564148
32	-146.10966	5.3802514	-139.112	-152.196	1000.0	95999	-15.18434	5.3468466	-0.27172953	-24.923626	15.185644	0.0043402957	14595.351014852524
33	-95.63675	82.098785	-12.11	-182.025	596.75	98999	-15.242022	5.336297	-0.25568756	-24.87957	15.243079	0.0046417704	14778.575678348541
34	-104.28041	76.00719	-11.518	-183.184	681.6	101999	-15.267572	5.3372054	-0.3044843	-24.938393	15.2685375	0.0038952564	14982.48666548729
35	-139.67633	30.488796	-110.716	-181.821	1000.0	104999	-15.318411	5.355494	-0.2473534	-25.079405	15.319621	0.004865085	16094.097138881683
36	-183.59999	18.916864	-161.115	-207.396	1000.0	107999	-15.393656	5.329921	-0.2760978	-25.084654	15.394766	0.0030178973	16210.686822891235
37	-121.19701	63.491035	-19.353	-182.662	823.25	110999	-15.453709	5.325845	-0.3062664	-25.057133	15.454794	0.00471988	16435.68571782112
38	-84.70067	69.670425	-13.856	-179.425	743.6667	113999	-15.420151	5.3518667	-0.17838754	-24.994417	15.420788	0.003299958	17445.902019023895
39	-115.071495	60.884007	-15.525	-179.971	810.25	116999	-15.3762455	5.3784094	-0.28501263	-25.004019	15.376982	0.002713282	17600.486713647842
40	-92.07267	80.11258	-7.29	-189.076	606.6667	119999	-15.405175	5.382269	-0.39117658	-25.162958	15.405864	0.0046650963	17949.091014385223
41	-121.60633	74.43018	-16.362	-175.81	742.3333	122999	-15.39521	5.382809	-0.26384503	-25.029324	15.395823	0.0030992827	18126.946425676346
42	-102.3848	80.051895	-5.937	-208.397	652.4	125999	-15.402159	5.383001	-0.20045103	-25.163052	15.402968	0.0046619717	18304.440145492554
43	-121.562996	69.97899	-9.192	-201.655	784.75	128999	-15.4728155	5.389509	-0.24819234	-25.156	15.473692	0.004414345	18457.22607088089
44	-143.48776	77.0747	-13.769	-215.122	804.5	131999	-15.476168	5.3952785	-0.4106611	-25.18589	15.476847	0.004182574	18653.48764014244
45	-126.669655	79.6463	-14.37	-190.362	734.6667	134999	-15.556572	5.3970585	-0.5835499	-25.20417	15.557252	0.0032958132	18819.294087171555
46	-125.196	71.79491	-6.926	-190.229	782.0	137999	-15.608733	5.3906026	-0.59051526	-25.18136	15.609502	0.0038738218	18986.762525320053
47	-164.46466	24.888771	-139.293	-198.357	1000.0	140999	-15.588634	5.3736677	-0.5782705	-25.335234	15.589425	0.0047122976	19813.65664601326
48	-74.45901	43.29529	-9.739	-126.988	793.25	143999	-15.498173	5.452898	-0.5694679	-25.340603	15.499037	0.0046747867	21104.24534726143
49	-130.0062	94.629745	-11.705	-216.257	687.0	146999	-15.547174	5.470591	-0.5804577	-25.285368	15.547651	0.004546558	21322.419283390045
50	-132.77625	74.676254	-5.791	-188.419	777.75	149999	-15.585802	5.5075502	-0.5989218	-25.14127	15.586337	0.0027812042	21477.16670203209
51	-46.0552	42.14674	-11.533	-122.791	540.8	152999	-15.526434	5.547146	-0.7076463	-25.219505	15.527	0.003979012	22837.97124147415
52	-100.784	58.712086	-15.77	-167.979	808.75	155999	-15.420828	5.575455	-0.6954234	-25.185297	15.421569	0.0029970678	23690.932408332825
53	-136.969	49.68111	-80.766	-201.584	1000.0	158999	-15.438948	5.5694	-0.66442674	-25.250498	15.439685	0.004719022	24747.492384910583
54	-103.93825	56.44009	-6.313	-141.05	781.0	161999	-15.380916	5.5479007	-0.73497766	-25.183346	15.3813715	0.002298349	24916.350658893585
55	-153.43634	20.008183	-126.988	-175.37	1000.0	164999	-15.359718	5.5150757	-0.6535464	-25.242813	15.360099	0.003985587	25036.627927064896
56	-161.57733	28.642136	-134.063	-201.079	1000.0	167999	-15.396083	5.493297	-0.5702267	-25.289238	15.396423	0.0033338952	25153.791799545288
57	-124.604004	84.977196	-9.72	-212.59	716.3333	170999	-15.447222	5.4906797	-0.6223906	-25.300217	15.447599	0.0044721505	25313.43786764145
58	-124.036	49.41358	-61.117	-181.829	1000.0	173999	-15.424032	5.5049534	-0.51016223	-25.403313	15.424581	0.0038215215	26279.570995807648
59	-157.36133	11.596322	-143.626	-171.989	1000.0	176999	-15.399956	5.492079	-0.50055194	-25.272726	15.400302	0.0037455384	26405.596513032913
60	-162.296	26.467865	-131.3	-195.967	1000.0	179999	-15.44839	5.466918	-0.49345696	-25.269524	15.44873	0.0038348946	26528.751201868057
61	-149.05267	33.452988	-107.76	-189.695	1000.0	182999	-15.440771	5.4543834	-0.5320859	-25.233135	15.44108	0.0034018108	27643.596348047256
62	-185.65698	11.47652	-174.4	-201.411	1000.0	185999	-15.478464	5.4375734	-0.53579354	-25.267477	15.47881	0.0026607579	27766.42364358902
63	-162.81734	43.463203	-117.393	-221.391	1000.0	188999	-15.500929	5.4378343	-0.46384925	-25.335102	15.501393	0.0030404907	27889.8403775692
64	-100.26084	90.298836	-7.745	-210.029	577.8333	191999	-15.545795	5.4518347	-0.40064245	-25.258858	15.546066	0.0036858346	28111.97899532318
65	-80.72481	81.934	-15.423	-209.812	545.6	194999	-15.585813	5.464132	-0.5425423	-25.292324	15.586088	0.0035581884	28405.94127893448
66	-105.45274	63.71417	-14.231	-170.275	803.25	197999	-15.540013	5.501526	-0.53546107	-25.420744	15.540451	0.0036417784	29483.533442497253
67	-115.802505	65.58929	-13.533	-189.257	791.0	200999	-15.538339	5.509418	-0.501246	-25.270384	15.538595	0.0023848703	29635.364289283752
68	-83.8096	59.651318	-9.864	-144.315	665.6	203999	-15.505541	5.503622	-0.47382444	-25.346462	15.505835	0.0032221521	29854.26344394684
69	-224.04428	394.0052	-10.16	-1173.781	413.57144	206999	-15.462876	5.502683	-0.49768543	-25.28368	15.463268	0.004389398	30171.127864837646
70	-79.9668	81.249176	-10.164	-188.811	519.2	209999	-15.451112	5.5203032	-0.48579702	-25.37584	15.451449	0.0038731266	30400.851003408432
71	-174.352	12.609973	-157.024	-186.666	1000.0	212999	-15.5121155	5.5037785	-0.38311568	-25.413097	15.512566	0.0051089493	30526.709532260895
72	-119.878006	61.88627	-13.876	-170.068	798.5	215999	-15.53772	5.4568152	-0.40505028	-25.662165	15.538558	4.6055927	30668.25152850151
73	-84.072	68.86159	-14.367	-157.341	600.75	218999	-15.589936	5.354723	-0.8315715	-25.692343	15.59213	8.907677	30895.911017894745
74	-191.28935	16.116894	-176.056	-213.589	1000.0	221999	-15.810916	4.994457	-0.77191067	-25.551151	15.817723	22.746344	31014.949008464813
75	-101.618744	52.72555	-12.172	-148.714	790.25	224999	-15.857493	4.8251944	-1.8812106	-25.636837	15.865538	13.2687435	31194.17568039894
76	-137.93976	76.91453	-12.676	-220.281	793.75	227999	-16.049883	4.637208	-2.7599847	-25.662039	16.057491	9.07718	31336.738688468933
77	-123.96833	47.25339	-72.247	-186.476	1000.0	230999	-15.868191	4.5442758	-2.1215627	-25.830528	15.872424	13.239764	32325.929217100143
78	-177.27234	32.887505	-140.687	-220.435	1000.0	233999	-15.639175	4.386627	-2.1323447	-25.361965	15.644316	9.0593195	32442.778913021088
79	-88.73816	82.16781	-5.288	-213.887	574.5	236999	-15.661622	4.460358	-2.412826	-25.410616	15.665414	13.228511	32664.29497694969
80	-125.486755	70.69404	-7.976	-181.3	784.75	239999	-15.726182	4.5088706	-2.6519094	-25.197027	15.728516	0.02180923	32822.70412015915
81	-86.384	76.49369	-9.359	-166.625	585.25	242999	-15.677763	4.60832	-2.237926	-25.680258	15.679336	13.235123	33038.88429617882
82	-167.25002	7.9261165	-156.436	-175.212	1000.0	245999	-15.781083	4.631313	-2.2681644	-25.749365	15.784967	4.542669	33154.98897266388
83	-173.64067	39.01999	-142.773	-228.688	1000.0	248999	-15.856359	4.6098385	-2.4057753	-26.04801	15.859349	8.821671	33279.251024484634
84	-177.85834	21.342663	-153.704	-205.61	1000.0	251999	-15.941609	4.6210012	-2.6343532	-26.532711	15.944646	13.576914	33403.10773253441
85	-193.28499	25.0261	-158.417	-215.975	1000.0	254999	-16.051832	4.582514	-2.6080036	-26.254982	16.055681	13.207966	33522.448539972305
86	-159.18968	22.461199	-127.536	-177.317	1000.0	257999	-16.089806	4.625469	-2.7860324	-26.727264	16.09155	4.5419674	33638.875539302826
87	-107.4354	79.97825	-8.633	-194.634	674.8	260999	-16.117949	4.6333756	-2.8195164	-26.72	16.120657	8.809525	33827.74792480469
88	-150.259	31.908003	-111.79	-189.921	1000.0	263999	-16.122068	4.6679087	-2.9353027	-26.410322	16.123737	4.540717	34961.95057821274
89	-139.44699	75.58353	-13.427	-214.124	809.75	266999	-16.087118	4.698662	-2.5640886	-26.436905	16.089334	8.817682	35196.06699728966
90	-197.61566	12.575594	-179.866	-207.455	1000.0	269999	-16.08835	4.756574	-2.61688	-26.168427	16.089155	0.019121349	35314.69733452797
91	-122.419334	81.85029	-12.213	-208.184	722.0	272999	-16.06822	4.861141	-2.1775362	-26.363974	16.06824	0.015941085	35482.08650135994
92	-139.73074	68.62065	-24.926	-198.827	847.5	275999	-16.037052	4.95461	-1.6684613	-26.209867	16.037834	0.012130274	35823.26681828499
93	-109.563255	79.5044	-16.385	-224.39	795.0	278999	-16.013758	5.0354633	-1.2542161	-26.158394	16.014654	0.010961037	36852.190700531006
94	-140.75267	17.584934	-117.154	-159.347	1000.0	281999	-15.95777	5.1244407	-1.227673	-26.15369	15.958677	0.0106816515	36971.29910206795
95	-144.42233	54.78027	-69.942	-200.124	1000.0	284999	-16.01886	5.047018	-1.1603827	-26.610075	16.022522	17.68883	38009.134759664536
96	-92.167	77.79436	-11.883	-176.024	607.25	287999	-16.168306	4.914661	-0.5056336	-26.16797	16.172838	9.061059	38220.33672761917
97	-178.00398	6.0474067	-172.694	-186.465	1000.0	290999	-16.257607	4.862355	-1.0494863	-26.222374	16.260551	4.4238997	38340.976700782776
98	-100.35675	50.97488	-18.765	-156.447	816.75	293999	-16.274069	4.9016666	-1.2284156	-26.749714	16.275963	4.5461893	39455.24562692642
99	-102.49175	69.15824	-6.403	-174.368	779.5	296999	-16.261742	4.939514	-1.0384172	-26.456661	16.263088	4.4241333	40780.24679327011
100	-150.29533	39.388912	-94.629	-179.91	1000.0	299999	-16.332268	4.8634734	-0.91626716	-26.91326	16.334953	13.56546	41469.10024881363
101	-128.361	70.314	-10.478	-194.765	791.0	302999	-16.500317	4.7306204	-1.4428153	-26.609005	16.502909	4.419004	41633.35678124428
102	-107.2815	64.2147	-13.014	-183.071	801.75	305999	-16.441072	4.762403	-1.1655185	-26.171265	16.443224	0.0153061915	42691.48437285423
103	-76.344	77.915535	-13.932	-215.326	557.4	308999	-16.340624	4.8452168	-1.0106077	-26.191694	16.342253	8.830273	43996.81989431381
104	-136.06625	74.964874	-8.525	-190.363	784.5	311999	-16.393179	4.8214498	-1.3727801	-26.210863	16.395887	4.53782	44146.31930565834
105	-127.941	81.89912	-20.259	-218.723	763.0	314999	-16.360695	4.8927474	0.26025572	-26.485487	16.362505	4.4179378	44340.111142635345
106	-95.98801	25.438004	-60.118	-116.299	1000.0	317999	-16.24597	4.9925365	-1.3283163	-26.154955	16.246742	0.011948155	46259.86252117157
107	-136.18701	71.17439	-18.001	-201.945	819.0	320999	-16.165264	5.0869694	-0.8317379	-26.22767	16.166046	0.011597759	46421.6610724926
108	-157.367	26.977814	-123.815	-189.872	1000.0	323999	-16.108166	5.171562	-0.5001027	-26.203585	16.109133	0.010839796	46545.71574020386
109	-153.08	55.58487	-85.392	-221.54	1000.0	326999	-16.115656	5.213874	-0.12583622	-26.306664	16.116913	8.863101	47590.11084938049
110	-76.845	38.332905	-17.517	-123.787	822.5	329999	-16.147274	5.1808743	-0.65169483	-26.21949	16.149155	0.009727311	49565.26679110527
111	-97.674255	86.04098	-11.213	-215.919	611.0	332999	-16.056147	5.244376	-0.13653994	-26.310791	16.057095	4.442359	49815.405792951584
112	-189.43799	25.542057	-167.113	-225.193	1000.0	335999	-16.067533	5.235477	-0.4654522	-26.235537	16.069086	0.007963437	49937.50995826721
113	-93.459595	64.05398	-17.925	-174.883	702.8	338999	-16.024614	5.2840743	-0.3586314	-26.360048	16.025404	0.006822189	50150.41031861305
114	-133.363	74.20773	-11.519	-195.988	797.25	341999	-16.13209	5.2408776	-0.4060538	-26.397533	16.134079	9.103493	50313.24685382843
115	-124.49626	72.97351	-10.208	-213.481	795.75	344999	-16.271345	5.02734	-1.0421832	-26.407032	16.274918	13.254927	50503.737022161484
116	-169.26033	17.515402	-150.715	-192.754	1000.0	347999	-16.277733	5.0306525	-1.299191	-26.313303	16.279964	0.00935402	50625.139882564545
117	-90.8065	74.303444	-14.97	-181.193	629.25	350999	-16.27152	5.0233293	-1.1441538	-26.402498	16.273438	4.432599	50872.0344414711
118	-87.017	72.450485	-7.058	-175.12	665.6	353999	-16.203043	5.085296	-0.9949139	-26.744984	16.204647	4.5453825	51960.72919464111
119	-140.967	28.2739	-113.847	-179.973	1000.0	356999	-16.254793	5.01949	-2.0894547	-26.475437	16.257874	17.65631	52082.17061638832
120	-164.202	17.32156	-141.216	-183.029	1000.0	359999	-16.34273	4.9840426	-2.0743036	-26.094429	16.345425	0.013420974	52204.38772583008
