Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-132.14749	15.395071	-107.46	-147.15	1000.0	0.3820138	0.010204364	0.3897279	0.3614021	4000	0.0	163.75421	-0.005383959	-138.56561	0.918938	0.003446429	0.050499998	79.0	19.79552912712097
1	-111.6675	8.473083	-102.73	-125.12	1000.0	-8.1333475	0.008460171	-8.119159	-8.141479	8000	-2.9802322e-08	10.439983	-0.0047945883	-8.135132	0.91793305	0.009002744	0.0685	79.0	38.00412607192993
2	-135.44	25.18459	-95.41	-162.36	1000.0	-10.25661	0.13721904	-10.028523	-10.369006	12000	8.940697e-08	18.528711	-0.0046441536	-10.6182375	0.9124554	0.0063136457	0.0505	79.0	54.94609570503235
3	-133.13751	22.004614	-95.25	-149.1	1000.0	-12.866865	0.0029771815	-12.862313	-12.869615	16000	-4.4703484e-08	7.0746555	-0.0048040226	-0.491149	0.900154	0.0034693482	0.041	79.0	73.13329029083252
4	-125.027504	28.49986	-84.63	-161.2	1000.0	-13.484017	0.005777387	-13.477848	-13.492775	20000	2.9802322e-08	9.875593	-0.0038149208	-0.50890946	0.88865113	0.003879441	0.038	79.0	92.82580900192261
5	-106.292496	38.384045	-67.6	-169.92	1000.0	-12.845146	0.027368072	-12.798985	-12.871203	24000	0.0	20.009914	-0.006081801	-12.070904	0.87551856	0.008454824	0.07625	79.0	114.68041682243347
6	-136.33499	32.19292	-95.87	-177.29	1000.0	-11.384823	0.5662437	-10.768805	-12.224831	28000	2.2351742e-08	14.470803	-0.0039456114	-10.094967	0.87253743	0.008554833	0.070250005	79.0	136.3427119255066
7	-119.17	27.25752	-100.31	-166.25	1000.0	-12.077265	1.9240654	-10.155673	-15.20999	32000	5.9604645e-08	2.1142392	-0.0023724064	-1.156812	0.86788875	0.016395021	0.16625	4.0	157.4291501045227
8	-112.7025	28.923187	-74.93	-154.17	1000.0	-12.020584	2.3698254	-10.012148	-16.008114	36000	-4.4703484e-08	3.150203	-0.004393462	-1.6153266	0.8679272	0.004753819	0.04875	79.0	178.24725198745728
9	-136.0575	18.262365	-110.9	-161.15	1000.0	-13.27801	3.0781279	-8.024846	-16.052567	40000	-1.4901161e-08	8.452617	-0.004421875	-5.636011	0.8578769	0.0064531034	0.0665	79.0	199.86585450172424
10	-97.86	26.242249	-73.83	-138.76	1000.0	-11.768862	1.6774939	-10.484924	-14.6843605	44000	-2.9802322e-08	5.9856005	-0.0041083544	-4.800892	0.8569635	0.004675912	0.060500003	79.0	221.5655996799469
11	-102.619995	29.292696	-60.95	-143.48	1000.0	-12.537794	1.6126021	-9.887402	-14.128442	48000	0.0	7.8168564	-0.0058720973	-6.652644	0.8667745	0.010694032	0.081750005	79.0	243.1235227584839
12	-107.2725	21.630661	-71.71	-129.67	1000.0	-11.909139	3.5250173	-5.096746	-14.816727	52000	-2.9802322e-08	4.090689	-0.0044746026	-2.68793	0.8737024	0.008814128	0.05975	79.0	264.689341545105
