Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-84.44	0.8600006	-83.58	-85.3	1000.0	1999	-0.2632754	0.11606422	0.05704499	-0.49671417	0.26128048	5.3913078e-05	70.80402088165283
2	-78.75	0.3899994	-78.36	-79.14	1000.0	3999	-0.80532485	0.21955805	-0.28867096	-1.2948194	0.80257326	2.822703e-05	226.29424047470093
3	-81.925	3.1550026	-78.77	-85.08	1000.0	5999	-1.4571927	0.25548342	-0.6441131	-2.033033	1.4535415	4.2575917e-05	357.8708870410919
4	-74.055	6.2649994	-67.79	-80.32	917.0	7999	-2.0718493	0.3067048	-1.0075989	-2.699038	2.0691028	5.6614164e-05	589.3160247802734
5	-80.225006	2.6450005	-77.58	-82.87	1000.0	9999	-2.6250753	0.3505461	-1.3401686	-3.2981215	2.6200278	0.00014156745	730.4952359199524
6	-12.2325	3.0841155	-7.55	-17.75	253.375	11999	-2.9019606	0.6149171	-0.6360772	-3.8127105	2.8885434	0.00057935534	2352.483090877533
7	11.094444	64.333984	192.4	-24.55	223.88889	13999	-2.5886173	1.1688563	2.3587968	-4.2603135	2.560279	3.1911113	3623.393857717514
8	-12.691667	3.0004022	-8.27	-17.25	307.66666	15999	-2.0186102	1.7557414	4.19975	-4.219282	1.9619119	2.3587358	5613.76948428154
9	-14.920001	1.0832511	-13.57	-16.98	344.66666	17999	-1.4255505	2.300779	6.0612555	-4.384081	1.37742	2.147488	7618.41118144989
10	12.585556	63.996933	193.45	-14.43	230.44444	19999	-0.93244696	2.806207	6.7983704	-4.730129	0.8869892	2.8987412	9477.840209245682
11	-11.961429	2.348954	-9.44	-16.2	274.85715	21999	-0.46137297	3.3644083	9.512221	-5.00329	0.40282872	4.76874	11440.629524707794
12	11.387778	63.15136	189.94	-13.01	242.66667	23999	0.2736794	4.230925	11.711844	-5.392162	-0.38029835	4.5675497	13319.438037872314
13	17.06	71.736855	192.77	-13.61	263.7143	25999	1.5687792	6.0261426	20.306927	-5.741531	-1.697298	5.7287865	15264.644318580627
14	45.425713	89.825165	188.95	-13.21	280.85715	27999	2.4886134	7.059535	23.540966	-6.226036	-2.5926173	7.483596	17178.015889167786
15	-7.5186667	1.7691574	-6.1	-13.78	131.73334	29999	3.3870828	7.948181	27.89092	-5.8555675	-3.509529	6.895614	18620.260112047195
16	-11.325556	2.6850288	-6.55	-15.48	247.22223	31999	3.9972165	8.437305	29.103518	-6.0729027	-4.110298	6.719493	20434.718365430832
17	-12.372856	1.8265479	-9.38	-14.46	263.14285	33999	4.719886	9.018744	32.680214	-6.361865	-4.825329	7.2749267	22281.408277988434
18	11.621111	63.188557	190.27	-13.94	236.44444	35999	5.528415	9.64862	37.8215	-6.4115944	-5.649338	9.464439	24052.24348092079
19	-9.050909	2.9024582	-6.29	-15.68	172.72728	37999	6.900167	11.081526	43.29842	-6.613745	-7.125384	7.0122743	25721.83786702156
20	-12.312858	0.9474734	-10.51	-13.74	273.14285	39999	7.4875937	11.31664	45.629086	-6.442329	-7.5978875	8.354155	27608.97774362564
